text,label
small ventilation - like windows,0
horizontal panel patterns,0
another large gray building,1
a grid - like structure,1
protruding horizontal slabs,0
another large light gray building,1
rectangular windows,0
a slight left turn,0
a large light blue - gray building,1
a smooth surface,1
panel - like divisions,0
a medium - to - large gray structure,1
a modern high - rise,0
a medium - to - large gray office building,1
vertical windows,0
air conditioning units,0
a modern urban building,1
multiple rectangular windows,0
a flat exterior,1
its façade,0
the beige skyscraper,1
multiple tiers,0
large windows,0
the tall beige building,1
a rectangular structure,1
repetitive horizontal lines,0
curving edges,0
the large gray building,1
horizontal grooves,0
a modern residential or commercial high - rise,0
a medium - to - large size,0
its gray color,0
rounded corners,0
rectangular cutouts,0
a large gray building,1
its rectangular structure,1
large windows,0
a medium - height light gray office building,1
a decorative roof design,1
a pattern,0
small triangular elements,0
the actions,0
a coherent and fluent sentence,0
all the information,0
a left turn,0
a large gray building,1
a rectangular structure,1
horizontal slats,0
a grid - like pattern,0
another large gray building,1
a grid pattern,0
horizontal and vertical lines,0
a large green building facade,1
a smooth rectangular wall,1
visible panel divisions,0
a shadow,0
"a large , modern building",1
its grey color and rounded corners,0
"a medium - sized , modern exterior wall",1
its green color,0
", smooth walls",1
large block sections,1
a dark gray building,1
large rectangular windows,0
a light beige commercial building,1
medium - sized rectangular windows,0
a dark gray skyscraper,1
a tall rectangular structure,1
"Next , shift",0
a beige building,1
a large antenna,1
the roof,1
a light beige building,1
a rooftop antenna,1
a brown building,1
a dome roof,1
a complex light brown,1
beige office building,1
a modern design,0
"the tall , gray landmark building",1
historic architectural design,0
rooftop spires,1
"the medium - height , dark brown structure",1
a dark rooftop and window bars,1
the surrounding buildings,1
either a commercial or residential block,1
a light gray tiled wall,1
rectangular tiles,0
grout lines,0
a medium size,0
a gray criss - cross bridge structure,1
medium size,0
a gray modern building,1
a rectangular high - rise structure,1
grid - like windows,0
a large building,1
rectangular panels,0
horizontal window slits,0
a gray building wall,1
a paneled surface,1
visible rectangular patterns,0
large dimensions,0
a gray modern high - rise building,1
rectangular windows,0
grid panels,0
a gray modern skyscraper,1
tall and prominent rectangular windows,0
integrated ventilators,0
a medium - sized gray commercial office building,1
a uniform grid,0
an antenna,1
the rooftop,1
the surrounding buildings,1
a dark green building wall,1
"smooth , horizontal paneling",0
a large size,0
a gray building,1
"large , rectangular vent - like openings",0
a grid pattern,0
a dark gray modern commercial building,1
horizontal slats,0
a multi - story structure,1
the brown sculpture,0
a large soft drink bottle,0
slightly veer,0
a gray tall tower,1
a metallic structure,1
an antenna,1
a right,0
the brown landmark structure,1
a bottle shape,0
the beige building,1
a large advertisement billboard,1
a medium - sized commercial building,1
surrounding buildings,1
the light gray modern high - rise building,1
tall and narrow dimensions,0
rectangular windows,0
a simple facade,1
the gray building,1
horizontal wave - like patterns,0
a large size,0
"Then , veer",0
another gray modern high - rise building,1
the light gray structure,1
a vertical louvered,0
the center,0
medium size,0
surrounding buildings,1
modern architecture,0
the skyscraper,1
a light grey tall building,1
vertical window arch patterns,0
the dark gray office building,1
grid - like windows,0
large size,0
the tall brown skyscrapers,1
the medium dark skyscrapers,1
distinct ornamentation,0
a large gray building,1
curved and rectangular structures,1
inset windows,0
a tall gray modern high - rise building,1
vertical divisions,0
glass panes,0
a medium - sized beige building,1
its multi -story structure,1
distinct rectangular windows,0
the gray building,1
large rectangular windows,0
the similar gray building,1
a solid wall,1
horizontal lines,0
small windows,0
the bottom,0
the cream - colored skyscraper,1
"tall , grid - like windows",0
"the large , rectangular gray skyscraper",1
numerous windows,0
the tall and somewhat narrow gray skyscraper,1
smaller windows,0
neighboring buildings,1
the tallest structures,1
the left section,0
the image,0
a small gray vent,0
a metallic - framed ventilation grille,0
a large gray structure,1
stacked horizontal grooves,0
smooth rectangular segments,0
a modern building exterior,1
the location,0
the blue crisscross steel beams,0
the tall construction crane,1
a slight right turn,0
the area,0
a light gray grid,0
recessed square openings,1
the large modern building facade,1
the dark gray building,1
numerous windows,0
the right,0
the blueish - gray commercial high - rise building,1
rectangular windows,0
arched tops,0
decorative cornices,0
an impressive multi - story height,0
the gray skyscraper,1
a massive and tall building,1
"a steep , stepped design",0
another gray building,1
"a large , tall rectangular structure",1
multiple windows,0
rooftop antennas,1
the left,0
"a tall , light grey",0
large modern building,1
rectangular structures,1
a large grey building facade,1
horizontal patterns,0
vertical dividers,0
a right,0
a large grey modern residential or office building,1
a curved facade,1
recessed sections,0
a large gray building,1
grid - like windows,0
horizontal louvers,0
slightly veer,0
a light gray structure,1
numerous evenly spaced horizontal windows,0
a large grey building,1
rectangular windows,0
horizontal striations,0
straight and slightly veer,0
a large gray industrial / commercial building,1
horizontal slits,0
a concrete wall,1
a beige modern office building,1
a grid - like arrangement,0
uniformly sized windows,0
the surrounding buildings,1
a large gray building,1
a facade,1
grid - like rectangular panels,0
recessed squares,1
protruding elements,0
a left,0
a large yellow metallic structure,1
a horizontal beam,0
a construction crane,1
a dark rectangular multi - story building,1
glass windows,0
a skyscraper,1
a dark gray cylindrical structure,1
rounded edges,0
visible ventilation pipes,0
surrounding buildings,1
( a commercial / utility building,1
"a large , gray building",1
"modern , rectangular patterns",0
square - like windows,1
a large blue building facade,1
stacked horizontal panels,0
curved features,0
a large gray skyscraper,1
its protruding horizontal slats,0
"a medium - sized , gray residential building",1
vertical slit windows,0
"a large , grey skyscraper",1
a tall building,1
many windows,0
a similar structure,1
a grey color,0
its rectangular and tall shape,0
numerous windows,0
the right,0
"a large , brown building",1
rectangular windows,0
a very tall grey skyscraper,1
a distinct tower - like top,1
grid - like windows,0
the surrounding buildings,1
an advance,0
a large beige building,1
rectangular windows,0
detailed architectural edges,0
a medium - sized red - brown building,1
a brick exterior,1
another medium - sized building,1
a flat rooftop,1
a medium - sized building,1
a white color,0
dark brown,0
a modern rectangular facade,1
multiple balconies,0
horizontal slats,0
possibly an apartment or office building,1
a multistory building,1
dark brown accents,0
a textured facade,1
dark horizontal railings,0
a stone pattern,0
likely a modern residential or apartment building,1
a dark green structure,1
a smooth surface,1
horizontal paneling,0
a large building wall,1
a large gray skyscraper,1
curved side windows,0
a large gray building,1
modern architecture,0
vent openings,0
a left turn,0
an antenna,1
rectangular windows,0
a slatted design,0
a medium - sized light gray modern building,1
horizontal bands,0
the building,1
red and beige colors,0
brick exteriors,1
rectangular windows,0
the modern high - rise building,1
light beige coloration,0
a tall rectangular grid pattern,0
black and beige panels,0
"a mid-sized , brown building",1
rectangular windows,0
a large building,1
a cream and black facade,1
decorative features,0
"a large , beige building",1
its rectilinear stone facade,1
inset dark windows,0
a stop,0
"another large , beige building",1
its stone arches,0
"the tall , grey skyscraper",1
its rectangular design and vertical window arrays,0
a medium - sized brown building,1
rectangular windows,0
a dark brown apartment building,1
a horizontal wooden - like texture,0
medium height,0
multiple stories,0
the light brown building,1
a grid,0
large size,0
the beige commercial office building,1
a grid - like pattern,0
dark windows,0
a large multi - story structure,1
the light gray rectangular building,1
multiple windows,0
decorative pillars,0
a medium - sized office building,1
the red brick building,1
a flat roof,1
dark windows,0
a medium - height structure,1
the skyscrapers,1
a commercial or residential building,1
a large beige building,1
its rectangular structure,1
vertical ridged designs,0
minimal windows,0
another large beige structure,1
a rectangular block,1
"a rough , textured surface",0
faint horizontal lines,0
a large beige structure,1
a concrete façade,0
visible horizontal lines,0
a noticeable dark mark,0
a modern minimalist building,1
a structure,1
a facade,1
grey and red colors,0
a grid pattern,0
"a medium - sized , multi - story commercial or residential building",1
"the medium - sized , four - story commercial building",1
a brown and beige brick facade,1
rectangular windows,0
the tall skyscraper,1
a light beige color,0
architectural elements,0
a grid,0
square windows,1
a medium - to - large multi - story office building,1
brown and beige colors,0
rectangular windows,0
brick and concrete patterns,0
a large beige building,1
a brick texture,0
multiple evenly spaced windows,0
a large building rooftop,1
a brownish - red flat roof,1
a textured surface,0
a large beige skyscraper,1
grid - patterned windows,0
a dome - shaped roof,1
the large light gray building,1
multiple windows,0
Gothic architectural elements,0
a large beige building,1
a rectangular shape,0
multiple vertical windows,0
the beige tall skyscraper,1
grid - patterned windows,0
the dark gray commercial building,1
large windows,0
a grid pattern,0
the surrounding structures,1
a gray building,1
rectangular windows,0
a red and gray hotel,0
rounded corners,0
a decorative roof,1
surrounding buildings,1
a beige and red multi - story building,1
arched windows,0
red accents,0
its upper façade,0
a building,1
a large red - brown building,1
a brick texture,0
rectangular windows,0
a large building,1
a brick façade,0
a beige building,1
dark - glass rectangular windows,0
a grid - like pattern,0
its façade,0
a large office building,1
a tall beige building,1
large glass windows,0
vertical alignment,0
a beige mid-rise commercial building,1
a modern façade,0
uniform balcony railings,0
multiple floors,1
a beige building,1
"large , vertical rectangular windows",0
a large building,1
dark tones,0
gradient hues,0
glass panels,0
a modern angular design,0
a medium,0
large - sized office building,1
dark glass,0
slight reflections,0
a brick façade,0
This building,1
large windows,0
its façade,0
a unique indented triangular design,0
the top,0
the light beige office building,1
"tall , rectangular windows",0
a symmetrical design,0
"the large , light gray concrete office building",1
vertical lined windows,0
a medium - sized brown building,1
rectangular windows,0
a flat roof,1
a medium - sized beige office,0
commercial building,1
a flat rooftop,1
minimal detailing,0
evenly spaced rectangular windows,0
its façade,0
the surrounding skyscrapers,1
"a beige - colored , multi - story building",1
rectangular windows,0
its top,0
the right,0
a light beige structure,1
a grid - like pattern,0
a tall white building,1
a large size,0
multiple rectangular windows,0
a prominent vertical structure,1
another large multi - story beige structure,1
this time,0
grid - like windows,0
a medium - to - large modern - style commercial or office building,1
a beige and dark brown facade,1
"thick - framed , symmetrical grid windows",0
rectangular panel details,0
a medium - sized modern building,1
a brown color,0
large high - rise buildings,1
a brown and glassy appearance,0
tall and rectangular forms,0
reflective windows,0
the left,0
a tall brown structure,1
a rectangular shape,0
a significantly tall skyscraper,1
a red - brown uniform,0
nearby buildings,1
a large gray building,1
a tall structure,1
a grid,0
a slight right turn,0
a large dark building,1
a brick pattern facade,1
another slight right turn,0
a large beige building,1
rectangular windows,0
this location,0
a structure,1
a repeating pattern,0
a large office building,1
a tall commercial office building,1
large grid windows,0
reflective glass,0
a dark reflective blue and purple gradient,0
a rooftop terrace,1
its large size,0
white color,0
rectangular windows,0
the right,0
a historic building,1
medium size,0
brown and black colors,0
a flat roof,1
the beige columns,0
fluted shafts,0
the facade,1
a historical building,1
classical architecture,0
slightly veer,0
gray large classical columns,0
vertical grooves,0
neoclassical architecture,0
the large light gray building,1
its rectangular windows,0
a grid pattern,0
the tall and narrow brown building,1
its brick facade,1
multiple dark windows,0
a residential or commercial structure,1
the red - brick structure,1
white trim,0
the edges,0
rectangular windows,0
surrounding buildings,1
a residential or commercial building,1
a flat roof,1
"a large , multi - story building",1
beige and red colors,0
a red storefront base,0
another large building,1
beige color,0
rectangular windows,0
a brick texture,0
a beige landmark building,1
its tall structure,1
small vertical windows,0
textured walls,1
a medium - sized white building,1
rectangular windows,0
a marble - patterned façade,0
a modern office building,1
a white marble - textured exterior,1
dark blue - tinted windows,0
diagonal marble - patterned façade,0
metal frames,0
a medium - sized section,0
a high - rise building,1
the large beige building,1
classical columns,0
multiple windows,0
the beige building,1
vertical lines,0
the light brown urban office building,1
medium height,0
rectangular windows,0
dark tint,0
the gray structure,1
red brick accents,0
dark blue windows,0
a rectangular grid - like pattern,0
segmented columns,0
"-sized , multi - story commercial or office building",1
a structure,1
its beige color,0
vertical windows,0
small balconies,0
a medium height,0
a modern style,0
an office or apartment building,1
a large brick building,1
red - brown color,0
rectangular windows,0
black frames,0
a left,0
a medium - sized commercial building,1
its gray color,0
rectangular shape,0
multiple floors,1
a flat roof,1
a large building,1
"Next , veer",0
a building,1
beige color and red vertical accents,0
moderate size,0
light gray color,0
a medium - large building,1
a white and black exterior,1
a grid,0
a modern facade,1
the gray building,1
its upper - level facade,1
a large urban commercial or office building,1
its gray and burgundy colors,0
arched windows,0
vertical columns,0
rectangular window grids,0
multiple stories,0
"a light gray , large building",1
its tall structure,1
multiple windows,0
another large building,1
rectangular windows,0
a cracked facade,1
several vertically aligned windows,0
notably tall and multi-story,0
either a residential or commercial building,1
"a large , beige office building",1
rectangular windows,0
"a medium - sized , light brown office building",1
a smooth facade,1
the structure,1
its brown and beige color,0
a vertical alignment,0
rectangular sections,0
visible crack lines,0
the surface,0
The building,1
the description,0
a high - rise building,1
"a brick and tiled exterior , curved structure",1
its multi-story size,0
a green traffic light,0
a small circular light - emitting design,0
the left,0
a large cylindrical building,1
brown and white tiles,0
vertical windows,0
a tiled pattern,0
another large gray building,1
a concrete wall,1
a large open doorway,0
a right turn,0
a gray concrete building,1
a brick - textured surface,0
visible rectangular patterns,0
a large brown wall,1
raw concrete,0
the left side,0
the view,0
full visualization,0
the building 's dimensions,1
the beige building,1
large rectangular windows,0
a left,0
a brown commercial building,1
the gray skyscraper,1
vertical windows,0
the light beige / grey building,1
its rectangular structure,1
a flat roof,1
taller buildings,1
a rectangular medium - sized building,1
a dark roof,1
light walls,1
a domed structure,1
"a large , tall building",1
beige color,0
symmetrical window patterns,0
a prominent skyscraper,1
nearby buildings,1
its unique light blue geometric dome,0
multiple small windows,0
a left turn,0
red rectangular structure,1
white pillars,0
a medium - sized building,1
tall skyscraper,1
many windows,0
a large building,1
the grey flat rectangular surface,1
a large building rooftop,1
the light gray series,0
vertical lines,0
dark windows,0
a tall building,1
the gray building,1
a grid,0
large windows,0
a left,0
a light beige skyscraper,1
multiple small windows,0
a beige building,1
"its tall , layered levels",0
a light grey rectangular building,1
medium size,0
a blue and beige skyscraper,1
large rectangular windows,0
a grid - like rooftop pattern,1
a large gray skyscraper,1
vertical rectangular windows,0
a skyscraper,1
its grey,0
blue hues,0
a grid - like window pattern,0
a small beige building,1
a flat roof,1
a rooftop structure,1
a medium - sized dark blue building,1
a dome,0
a large light beige structure,1
a tall rectangular shape,0
a tall building,1
a beige exterior,1
a blue top,0
a large blue geometric structure,1
its surroundings,0
the white skyscraper,1
tall structure,1
large windows,0
"the gray , medium - sized flat - roofed building",1
the light brown tall skyscraper,1
multiple windows,0
the dark brown building,1
modern glazing,0
reflective windows,0
a horizontal alignment,0
"the gray tall , narrow building",1
many windows,0
the gray skyscraper,1
the gray building,1
rectangular windows,0
top edging details,0
the brown building,1
a vertical sequence,0
the tall brown and beige skyscraper,1
a grid pattern,0
the tall building,1
gray vertical rectangular paneling,0
dark window sections,0
the beige tall skyscraper,1
vertical lines,0
the large white building,1
many windows,0
a medium - sized red building,1
a flat roof,1
a rectangular structure,1
"Then , head",0
a large brown - gray skyscraper,1
grid - like windows,0
the beige building,1
rectangular windows,0
horizontal lines,0
a tall stature,0
a large grey building,1
its tall structure,1
vertical lines,0
a dark building,1
"tall , narrow windows",0
"Finally , head",0
a large beige building,1
a rectangular shape,0
many rows,0
a slight left turn,0
a large Art Deco skyscraper,1
its beige and light blue hues,0
geometric design,0
multiple windows,0
a tiered structure,1
"a tall , light beige building",1
dark window slots,0
repeated vertical window patterns,0
a large flat surface,1
sharp edges,0
the light brown building,1
dark windows,0
a left turn,0
distinctive corner structures,1
a significant number,0
the surrounding buildings,1
the large gray road,1
multiple lanes,0
a tall light brown building,1
a vertical structure,1
a large gray governmental or institutional building,1
its large concrete structure,1
two tall structures,1
each side,0
a tall tan skyscraper,1
high - rise office building,1
a grid - like pattern,0
darker panels,0
a significant portion,0
the image,0
the medium - sized building,1
a light gray color,0
a red roof,1
the very tall building,1
intricate rectangular patterns,0
a large skyscraper,1
its beige hue,0
light blue crown,0
the top,0
a unique geometric blue structure,1
"a large , grey city square",1
intersecting roads,1
the right,0
"a large , light grey building",1
"its tall , rectangular structure",1
uniform windows,0
"a large , beige high - rise building",1
multiple windows,0
a blue - colored top,0
a dome,0
rooftop terrace,1
the tall beige building,1
vertical parallel grooves,0
the tall grey,0
blue skyscraper,1
glass windows,0
the large gray building,1
a grid - patterned roof,1
dark window panels,0
"the tall , large , white rectangular building",1
large vertical windows,0
an office building,1
"the tall , large , white modern structure",1
large dark glass windows,0
a commercial building,1
a very large gray skyscraper,1
a tall and smooth surface,1
a large beige building,1
its tall structure,1
vertical windows,0
rectangular design,0
a large light gray skyscraper,1
its tall rectangular shape,0
multiple rows,0
evenly spaced black windows,0
a large building,1
brown and beige colors,0
rectangular windows,0
a grid pattern,0
vertical grooves,0
a modern architectural design,0
a large beige building,1
red bricks,0
"a tall , multi - story structure",1
rectangular windows,0
a significantly taller building,1
a commercial or office skyscraper,1
a pointed antenna,1
the top,0
a light beige skyscraper,1
a rectangular shape,0
a stepped top and vertical rows,0
a gray building,1
a tall rectangular structure,1
vertical lines,0
a beige skyscraper,1
vertical stripes,0
a beige concrete building,1
vertical window alignment,0
wall cracks,1
the large dark gray building,1
its rectangular shape,0
rooftop structures,1
"a large , light brown building",1
"a tall , rectangular structure",1
multiple vertical dark windows,0
a large beige building,1
a rectangular grid pattern,0
vertical black glass,0
a large white office building,1
its vertical window design,0
the gray building,1
large rectangular windows,0
the left,0
the brown building,1
a large brick facade,1
rectangular windows,0
the red building,1
a brick exterior,1
vertical windows,0
the brown high - rise building,1
multiple windows,0
a vertical alignment,0
the large greyish - blue skyscraper,1
a glass facade,1
a grid pattern,0
the large dark grey high - rise office building,1
a grid - like window pattern,0
the medium - sized red commercial building,1
a flat rooftop,1
visible HVAC units,0
the tall dark building,1
rooftop units,1
a small structure,1
"a large , dark brown building",1
"its tall , rectangular structure",1
a grey,0
large modern architecture building,1
multiple vertical windows,0
a left turn,0
"a large , beige building",1
a rectangular design,0
square windows,1
a skyscraper,1
a white and black facade,1
multiple uniformly spaced windows,0
a light gray skyscraper,1
visible vertical lines,0
the beige modern high - rise building,1
tall rectangular windows,0
the light tan skyscraper,1
large rectangular windows,0
"a medium - sized , dark brown rectangular building",1
a flat rooftop,1
minimal windows,0
"a tall , multi - story building",1
a black - and - white glass - panel facade,1
a grid pattern,0
a brown building,1
arched windows,0
medium size,0
a medium - sized building,1
a red exterior,1
vertical lines,0
the building,1
grey and black colors,0
large glass windows,0
lit interiors,0
"a large , towering structure",1
dark colors,0
orange - yellow reflections,0
its grid - like pattern,0
reflective surfaces,0
a forward movement,0
a gray skyscraper,1
its tall structure,1
vertical windows,0
a slight right turn,0
another large gray building,1
a symmetrical design,0
rectangular windows,0
a white building,1
a flat top,0
a symmetrical grid,0
a slight left turn,0
a black building,1
a rectangular façade and horizontal stripes,0
another slight left turn,0
a dark gray cylindrical skyscraper,1
the tallest structure,1
the image,0
vertical glass windows,0
The sequence,0
"a large , green , open grassy area",0
a square,1
"another large , green , open grassy area",0
a square shape,1
"a tall , multi - story dark brown and black building",1
a rectangular structure,1
rooftop equipment,1
visible windows,0
a smaller brown and dark gray rectangular building,1
a rooftop,1
HVAC units,0
the main building,1
the black four - lane road,1
side markings,0
other roads,1
a left turn,0
an open space,0
a smooth surface,1
a square,1
a grey large rooftop,1
a medium - sized building,1
a high - rise office building,1
a black and white glass facade,1
a grid - like pattern,0
the white building,1
multiple rectangular windows,0
tall and multi-story,0
the dark brown building,1
rectangular dimensions,0
numerous windows,0
The sequence,0
a large building,1
a gray and black color scheme,0
a grid - like window pattern,0
a high - rise structure,1
a tall structure,1
a dark black grid design,0
reflective light edges,0
repetitive vertical and horizontal lines,0
the entire view,0
"a tall , modern building",1
a white exterior,1
black grid - like window patterns,0
"a large , multi - story structure",1
a light yellow façade,0
This second building,1
"reflective , textured walls",1
multiple symmetrical grid - like windows,0
a clear separation,0
its right - hand edge,0
a neighboring building,1
the large brick building,1
a brown color,0
multiple windows,0
another large building,1
rectangular windows,0
"Afterward , veer",0
a medium - to - large building,1
an urban environment,0
a gray color,0
a flat rooftop,1
ventilation units,0
a building,1
a medium - sized grey building,1
air conditioning units,0
the rooftop,1
a large dark gray building,1
many windows,0
architectural detailing,0
a dark gray skyscraper,1
rectangular windows,0
a rooftop,1
a building,1
another dark gray structure,1
a brick exterior,1
few visible windows,0
"a tall , multi - story building",1
the black and white building,1
large grid - pattern windows,0
the grey rooftop,1
a medium - sized helipad,0
the dark gray and black skyscraper,1
a large grid - like pattern,0
reflective surface,0
"First , head",0
the gray building,1
large grid - patterned windows,0
the beige building,1
medium - sized windows,0
the white building,1
rectangular windows,0
a flat roof,1
small to medium size,0
the dark gray skyscraper,1
a glass facade,1
a grid - like pattern,0
an area,0
green and gray colors,0
an open space,0
sparse trees,0
multiple buildings,1
This medium - sized location,0
a square or park - like open space,1
"a tall , narrow building",1
a white exterior,1
most notable feature,0
the grid pattern,0
numerous small rectangular windows,0
a large building,1
a grayish - brown color,0
tall stature,0
multiple windows,0
an aged texture,0
This large structure,1
the entire vertical space,0
the right side,0
the scene,0
a large grey building,1
a grid - like facade,1
reflective windows,0
a dominant skyscraper,1
This skyscraper,1
a dark design,0
white grid lines,0
horizontal and vertical grid - like structures,1
the right side,0
the image,0
a dark gray building,1
pinkish accents,0
a flat rooftop,1
HVAC units,0
a slightly weathered texture,0
a gray building,1
minimal structures,1
a gray and black building,1
a distinctive grid - like facade,1
dark panels,0
light grid lines,0
tall and multi-story,0
"a large , green square",1
an open grassy area,0
no structures,1
a medium - to - large white building,1
a rectangular structure,1
multiple windows,0
a structure,1
a color scheme,0
a grid - like facade,1
large rectangular windows and column supports,0
a modern building,1
another structure,1
its white color,0
a rectangular grid - like window pattern,0
medium size,0
an office building,1
the dark brown building,1
a rectangular shape,0
large windows,0
the beige office building,1
a grid pattern,0
rectangular windows,0
the high - rise buildings,1
the background,0
the gray building,1
multiple windows,0
a vertical alignment,0
the white commercial building,1
medium size,0
rectangular windows,0
a grid pattern,0
"a large , dark gray building",1
its rectangular windows,0
uniform structure,1
"a tall , dark building",1
multiple windows,0
a medium - sized dark brick - toned building,1
rectangular windows,0
a grid pattern,0
either commercial or residential purposes,0
"a large , modern skyscraper",1
"a gray - colored , grid - like facade",1
glass windows,0
a large brown building,1
a taller brown brick commercial structure,1
multiple stories,0
a grid,0
square windows,1
the large building,1
a white modern facade,1
square windows,1
the medium - height office building,1
a beige exterior,1
"rectangular , evenly spaced windows",0
a white facade,1
adjacent skyscrapers,1
"a tall , white rectangular structure",1
black windows,0
This building,1
the surrounding structures,1
a residential or commercial purpose,0
the gray building,1
medium - sized rectangular windows,0
the white modern urban building,1
its flat roof,1
symmetric window arrangement,0
a gray building,1
multiple air conditioning units,0
large size,0
another gray building facade,1
rectangular walls,1
shadow cast,0
a grey medium - sized building,1
a concrete facade,1
visible window frames,0
a large gray building,1
a rectangular structure,1
horizontal lines,0
a light gray building,1
multi-storey flat windows,0
another light gray building,1
a balcony,0
a railing and exposed frame structure,1
a large beige modern building,1
the right,0
horizontal windows,0
a small vent,0
the left,0
a golden skyscraper,1
tall grid - patterned windows,0
a very large size,0
a gray building,1
rectangular window frames,0
no glass,0
nearby buildings,1
a large brick building,1
a brown exterior,1
rectangular windows,0
the right,0
a white exterior,1
a medium - sized building,1
commercial and residential purposes,0
light beige walls,1
grid - patterned windows,0
a height,0
the surrounding structures,1
"the large , modern commercial building",1
"a black and white , grid - like façade",0
glass windows,0
"the medium - sized , commercial structure",1
white color,0
vertical slats,0
"the tall , modern skyscraper",1
a reflective glass facade,1
a large size,0
a grid - like pattern,0
the surrounding buildings,1
another modern skyscraper,1
This high - rise building,1
a reflective surface,1
black and beige hues,0
the building,1
beige brick walls,1
arched windows,0
a historic brick building,1
the structure,1
brick exteriors,1
tall and wide dimensions,0
either a residential or commercial building,1
the large office building,1
a golden - brown hue,0
a reflective glass facade,1
a medium - sized building,1
a light grey color,0
a rectangular shape,0
multiple square windows,1
The sequence,0
"a medium - sized , gray building",1
a multi - story structure,1
prominent windows,0
classic architecture,0
"a medium - sized , white building",1
rectangular windows,0
a flat roof,1
black urban multi - story building,1
faintly illuminated windows,0
the center window,0
a textured brick façade,0
the central focus,0
the frame,0
the dark brown commercial building,1
medium - sized glass - block windows,1
a medium - sized commercial or institutional building,1
multiple stories,0
gray color,0
grid glass windows,0
weathered façade,0
notable architectural features,0
a grey building,1
a brick texture,0
many windows,0
a white building,1
rectangular windows,0
medium size,0
a gray building,1
a modern type,0
the dark brick building,1
large glass block windows,1
"large , multi - story",0
a large building,1
brown color,0
rectangular windows,0
a medium - sized structure,1
a dark brown color,0
grid - patterned windows,0
a stone brick facade,1
a residential or commercial building,1
a large dark gray building,1
rectangular grid - like windows,0
open lower arches,0
a medium - to - large dark gray modern commercial building,1
glass block windows,1
a greenish light,0
multiple stories,0
the large white building,1
rectangular windows,0
"a medium - sized , two - story commercial or industrial - style building",1
white color,0
uniform rectangular windows,0
a grid pattern,0
a slightly weathered surface texture,0
"a dark - colored , medium - sized office building",1
modern architecture,0
large glass windows,0
slightly veer,0
the right,0
a white building,1
medium - sized rectangular windows,0
another white structure,1
large black - framed windows,0
a grid pattern,0
a medium - sized commercial or industrial building,1
surrounding ones,0
the modern flat - roofed building,1
multiple small windows,0
surrounding buildings,1
the building,1
large rectangular windows,0
its dark color,0
a commercial building,1
a medium size,0
dark gray walls,1
the upper floors,1
a large gray building,1
"its tall , rectangular shape",0
multiple windows,0
a left turn,0
a white structure,1
"a tall , rectangular design",0
multiple square windows,1
another white building,1
medium size,0
rectangular windows,0
a grid pattern,0
a medium - to - large brown building,1
its brick texture,0
white concrete pillars,0
the structure,1
"a modern , medium - sized dark brown office building",1
grid - like windows,0
darker tones,0
a taller beige building,1
the background,0
a beige modern low - rise building,1
medium size,0
taller surrounding structures,1
rectangular windows,0
dark glass,0
a left turn,0
a dark gray modern building,1
a large size,0
grid - like window patterns,0
a medium - sized brown building,1
rectangular windows and brick textures,0
the white and gray building,1
square windows,1
a grid pattern,0
modern architecture,0
a building,1
"the large , gray modern office building",1
a grid,0
reflective windows,0
a medium - sized modern building,1
a dark color,0
a rectangular structure,1
glass panels,0
vertical columns,0
the large building,1
a brown brick exterior,1
large windows,0
"a tall , modern skyscraper",1
its gray color,0
reflective glass facade,1
grid - like pattern,0
"a medium - sized , modern commercial or office building",1
its black reflective glass panels,0
grid - like structure,1
glass and metallic framework,0
multiple floors,1
a white building,1
a modern cubic design,0
large windows,0
medium size,0
"Next , veer",0
a large gray building,1
a brick facade,1
arched windows,0
a similar structure,1
a historic high - rise,0
another large gray building,1
a modern office building,1
the dark grey gothic building,1
a large size,0
a mid-century urban building,1
a medium - sized modern urban building,1
the foreground,0
a white color,0
rectangular windows,0
a grid pattern,0
another medium - sized modern commercial building,1
prominent features,0
square - shaped dark windows,1
a glowing greenish tint,0
"the large , multi - story building",1
dark gray walls,1
illuminated windows,0
rectangular windows,0
grid patterns,0
the top floors,1
This structure,1
a brick industrial or office building,1
a large gray building,1
a brick texture,0
large rectangular windows,0
another large gray building,1
rectangular windows,0
the tallest building,1
the image,0
a modern office building,1
a glass,0
the upper section,0
a solid structure,1
a gray and brown color scheme,0
a large gray building,1
a rectangular structure,1
multiple windows,0
rooftop details,1
a medium - to - large dark brown brick building,1
large grid - patterned windows,0
red - brown frames,0
textured brick walls,1
a commercial or residential space,0
a white building,1
large rectangular windows,0
a beige building,1
rectangular windows,0
medium size,0
"a medium - sized , brown high - rise building",1
grid patterns,0
This building,1
the large building,1
rectangular windows,0
the large office building,1
its dark purple and brown color,0
"two illuminated , textured walls",1
the mid-sized commercial skyscraper,1
gray color,0
large glass - pane windows,0
wooden frames,0
the grey skyscraper,1
a large tall building,1
rectangular windows,0
the light grey building,1
a flat roof,1
other equipment,0
its surrounding structures,1
either a commercial or residential purpose,0
"a large , modern building",1
a gray color,0
a tall structure,1
multiple windows,0
a contemporary design,0
a medium - sized commercial structure,1
a light gray color,0
a flat rooftop,1
visible HVAC units,0
a scale,0
the surrounding buildings,1
a structure,1
a white and black exterior,1
modern rectangular windows,0
a clean façade,0
a medium size,0
surrounding buildings,1
a commercial building,1
a landmark building,1
beige and red colors,0
a multi - story design,0
a medium - sized building,1
light beige tones,0
